"",,,,,must be > 0. DDSC_ACC_DELTA must be >,,
"",,,,,DDSC_ACC_MODULUS. This control is,,
"",,,,,paged by the CHANNEL_PAGE bits in,,
"",,,,,Register 0x008.,,
0x138,DDSC_PHASE_,[7:0],DDSC_NCO_,,Sets the channel NCO phase offset. Code is in,0x0,R/W
"",OFFSET0,,PHASE_OFFSET[7:0],,"16-bit, twos complement format. Degrees",,
"",,,,,offset = 180 × (code/215). This control is,,
"",,,,,paged by the CHANNEL_PAGE bits in,,
"",,,,,Register 0x008.,,
0x139,DDSC_PHASE_,[7:0],DDSC_NCO_,,Sets the channel NCO phase offset. Code is in,0x0,R/W
"",OFFSET1,,PHASE_,,"16-bit, twos complement format. Degrees",,
"",,,OFFSET[15:8],,offset = 180 × (code/215). This control is,,
"",,,,,paged by the CHANNEL_PAGE bits in,,
"",,,,,Register 0x008.,,
0x13A,DDSC_ACC_,[7:0],DDSC_ACC_,,Sets DDSC_ACC_MODULUS. If DDSC_,0x0,R/W
"",MODULUS0,,MODULUS[7:0],,"MODULUS_EN is high, the main datapath",,
"",,,,,NCO frequency = fDAC × (DDSC_FTW +,,
"",,,,,DDSC_ACC_DELTA/DDSC_ACC_MODULUS)/,,
"",,,,,248. DDSC_ACC_DELTA must be > 0.,,
"",,,,,DDSC_ACC_DELTA must be > DDSC_ACC_,,
"",,,,,MODULUS. This control is paged by the,,
Addr.,Name,Bits,Bit Name,Settings,Description,Reset,Access
0x13B,DDSC_ACC_,[7:0],DDSC_ACC_,,Sets DDSC_ACC_MODULUS. If DDSC_,0x0,R/W
"",MODULUS1,,MODULUS[15:8],,"MODULUS_EN is high, the main datapath",,
"",,,,,NCO frequency = fDAC × (DDSC_FTW +,,
"",,,,,DDSC_ACC_DELTA/DDSC_ACC_MODULUS)/,,
"",,,,,248. DDSC_ACC_DELTA must be > 0.,,
"",,,,,DDSC_ACC_DELTA must be > DDSC_ACC_,,
"",,,,,MODULUS. This control is paged by the,,
"",,,,,CHANNEL_PAGE bits in Register 0x008.,,
0x13C,DDSC_ACC_,[7:0],DDSC_ACC_,,Sets DDSC_ACC_MODULUS. If DDSC_,0x0,R/W
"",MODULUS2,,MODULUS[23:16],,"MODULUS_EN is high, the main datapath",,
"",,,,,NCO frequency = fDAC × (DDSC_FTW +,,
"",,,,,DDSC_ACC_DELTA/DDSC_ACC_MODULUS)/,,
"",,,,,248. DDSC_ACC_DELTA must be > 0. DDSC_,,
"",,,,,ACC_DELTA must be > DDSC_ACC_,,
"",,,,,MODULUS. This control is paged by the,,
"",,,,,CHANNEL_PAGE bits in Register 0x008.,,
0x13D,DDSC_ACC_,[7:0],DDSC_ACC_,,Sets DDSC_ACC_MODULUS. If DDSC_,0x0,R/W
"",MODULUS3,,MODULUS[31:24],,"MODULUS_EN is high, the main datapath",,
"",,,,,NCO frequency = fDAC × (DDSC_FTW +,,
"",,,,,DDSC_ACC_DELTA/DDSC_ACC_MODULUS)/,,
"",,,,,248. DDSC_ACC_DELTA must be > 0.,,
"",,,,,DDSC_ACC_DELTA must be > DDSC_ACC_,,
"",,,,,MODULUS. This control is paged by the,,
"",,,,,CHANNEL_PAGE bits in Register 0x008.,,
0x13E,DDSC_ACC_,[7:0],DDSC_ACC_,,Sets DDSC_ACC_MODULUS. If DDSC_,0x0,R/W
"",MODULUS4,,MODULUS[39:32],,"MODULUS_EN is high, the main datapath",,
"",,,,,NCO frequency = fDAC × (DDSC_FTW +,,
"",,,,,DDSC_ACC_DELTA/DDSC_ACC_MODULUS)/,,
"",,,,,248. DDSC_ACC_DELTA must be > 0.,,
"",,,,,DDSC_ACC_DELTA must be > DDSC_ACC_,,
"",,,,,MODULUS. This control is paged by the,,
"",,,,,CHANNEL_PAGE bits in Register 0x008.,,
0x13F,DDSC_ACC_,[7:0],DDSC_ACC_,,Sets DDSC_ACC_MODULUS. If DDSC_,0x0,R/W
"",MODULUS5,,MODULUS[47:40],,"MODULUS_EN is high, the main datapath",,
"",,,,,NCO frequency = fDAC × (DDSC_FTW +,,
"",,,,,DDSC_ACC_DELTA/DDSC_ACC_MODULUS)/,,
"",,,,,248. DDSC_ACC_DELTA must be > 0.,,
"",,,,,DDSC_ACC_DELTA must be > DDSC_ACC_,,
"",,,,,MODULUS. This control is paged by the,,
"",,,,,CHANNEL_PAGE bits in Register 0x008.,,
0x140,DDSC_ACC_DELTA0,[7:0],DDSC_ACC_,,Sets DDSC_ACC_DELTA. If DDSC_,0x0,R/W
"",,,DELTA[7:0],,"MODULUS_EN is high, the main datapath",,
"",,,,,NCO frequency = fDAC × (DDSC_FTW +,,
"",,,,,DDSC_ACC_DELTA/DDSC_ACC_MODULUS)/,,
"",,,,,248. DDSC_ACC_DELTA must be > 0. DDSC_,,
"",,,,,ACC_DELTA must be > DDSC_ACC_,,
"",,,,,MODULUS. This control is paged by the,,
"",,,,,CHANNEL_PAGE bits in Register 0x008.,,
0x141,DDSC_ACC_,[7:0],DDSC_ACC_,,Sets DDSC_ACC_DELTA. If DDSC_,0x0,R/W
"",DELTA1,,DELTA[15:8],,"MODULUS_EN is high, the main datapath",,
"",,,,,NCO frequency = fDAC × (DDSC_FTW +,,
"",,,,,DDSC_ACC_DELTA/DDSC_ACC_MODULUS)/,,
"",,,,,248. DDSC_ACC_DELTA must be > 0. DDSC_,,
"",,,,,ACC_DELTA must be > DDSC_ACC_,,
"",,,,,MODULUS. This control is paged by the,,
"",,,,,CHANNEL_PAGE bits in Register 0x008.,,
Addr.,Name,Bits,Bit Name,Settings,Description,Reset,Access
0x142,DDSC_ACC_DELTA2,[7:0],DDSC_ACC_,,Sets DDSC_ACC_DELTA. If DDSC_,0x0,R/W
"",,,DELTA[23:16],,"MODULUS_EN is high, the main datapath",,
"",,,,,NCO frequency = fDAC × (DDSC_FTW +,,
"",,,,,DDSC_ACC_DELTA/DDSC_ACC_MODULUS)/,,
"",,,,,248. DDSC_ACC_DELTA must be > 0. DDSC_,,
"",,,,,ACC_DELTA must be > DDSC_ACC_,,
"",,,,,MODULUS. This control is paged by the,,
"",,,,,CHANNEL_PAGE bits in Register 0x008.,,
0x143,DDSC_ACC_DELTA3,[7:0],DDSC_ACC_,,Sets DDSC_ACC_DELTA. If DDSC_,0x0,R/W
"",,,DELTA[31:24],,"MODULUS_EN is high, the main datapath",,
"",,,,,NCO frequency = fDAC × (DDSC_FTW +,,
"",,,,,DDSC_ACC_DELTA/DDSC_ACC_MODULUS)/,,
"",,,,,248. DDSC_ACC_DELTA must be > 0. DDSC_,,
"",,,,,ACC_DELTA must be > DDSC_ACC_,,
"",,,,,MODULUS. This control is paged by the,,
"",,,,,CHANNEL_PAGE bits in Register 0x008.,,
0x144,DDSC_ACC_DELTA4,[7:0],DDSC_ACC_,,Sets DDSC_ACC_DELTA. If DDSC_,0x0,R/W
"",,,DELTA[39:32],,"MODULUS_EN is high, the main datapath",,
"",,,,,NCO frequency = fDAC × (DDSC_FTW +,,
"",,,,,DDSC_ACC_DELTA/DDSC_ACC_MODULUS)/,,
"",,,,,248. DDSC_ACC_DELTA must be > 0. DDSC_,,
"",,,,,ACC_DELTA must be > DDSC_ACC_,,
"",,,,,MODULUS. This control is paged by the,,
"",,,,,CHANNEL_PAGE bits in Register 0x008.,,
0x145,DDSC_ACC_DELTA5,[7:0],DDSC_ACC_,,Sets DDSC_ACC_DELTA. If DDSC_,0x0,R/W
"",,,DELTA[47:40],,"MODULUS_EN is high, the main datapath",,
"",,,,,NCO frequency = fDAC × (DDSC_FTW +,,
"",,,,,DDSC_ACC_DELTA/DDSC_ACC_MODULUS)/,,
"",,,,,248. DDSC_ACC_DELTA must be > 0. DDSC_,,
"",,,,,ACC_DELTA must be > DDSC_ACC_,,
"",,,,,MODULUS. This control is paged by the,,
"",,,,,CHANNEL_PAGE bits in Register 0x008.,,
0x146,CHNL_GAIN0,[7:0],CHNL_GAIN[7:0],,Sets the scalar channel gain value. This,0x0,R/W
"",,,,,control is paged by the CHANNEL_PAGE bits,,
"",,,,,in Register 0x008. Channel gain =,,
"",,,,,CHNL_GAIN/211.,,
0x147,CHNL_GAIN1,[7:4],RESERVED,,Reserved.,0x0,R
"",,[3:0],CHNL_GAIN[11:8],,Sets the scalar channel gain value. This,0x8,R/W
"",,,,,control is paged by the CHANNEL_PAGE bits,,
"",,,,,in Register 0x008. Channel gain =,,
"",,,,,CHNL_GAIN/211.,,
0x148,DC_CAL_TONE0,[7:0],DC_TEST_INPUT_,,DC test tone amplitude. This value sets the I,0x0,R/W
"",,,AMPLITUDE[7:0],,path and Q paths amplitudes independently.,,
"",,,,,Set these bits to 0x50FF for a full-scale,,
"",,,,,tone and ensure DDSC_EN_DC_INPUT in,,
"",,,,,Register 0x130 Bit 0 is set to 1. This control,,
"",,,,,is paged by the CHANNEL_PAGE control in,,
"",,,,,Register 0x008.,,
0x149,DC_CAL_TONE1,[7:0],DC_TEST_INPUT_,,DC test tone amplitude. This value sets the I,0x0,R/W
"",,,AMPLITUDE[15:8],,path and Q paths amplitudes independently.,,
"",,,,,Set to 0x50FF for a full-scale tone and ensure,,
"",,,,,"that DDSC_EN_DC_INPUT (Register 0x130,",,
"",,,,,Bit 0) is set to 1. This control is paged by the,,
"",,,,,CHANNEL_PAGE bits in Register 0x008.,,
Addr.,Name,Bits,Bit Name,Settings,Description,Reset,Access
0x14B,PRBS,7,PRBS_GOOD_Q,,DAC1 good data indicator.,0x0,R
"",,,,1,Correct PRBS sequence detected.,,
"",,,,0,Incorrect sequence detected. Sticky; reset,,
"",,,,,to 1 by PRBS_RESET.,,
"",,6,PRBS_GOOD_I,,DAC0 good data indicator.,0x0,R
"",,,,0,Incorrect sequence detected. Sticky; reset,,
"",,,,,to 1 by PRBS_RESET.,,
"",,,,1,Correct PRBS sequence detected.,,
"",,5,RESERVED,,Reserved.,0x0,R
"",,4,PRBS_INV_Q,,DAC1 data inversion.,0x1,R/W
"",,,,0,Expect normal data.,,
"",,,,1,Expect inverted data.,,
"",,3,PRBS_INV_I,,DAC0 data inversion.,0x0,R/W
"",,,,0,Expect normal data.,,
"",,,,1,Expect inverted data.,,
"",,2,PRBS_MODE,,Select which PRBS polynomial is used for,0x0,R/W
"",,,,,the datapath PRBS test.,,
"",,,,0,7-bit: x7 + x6 + 1.,,
"",,,,1,15-bit: x15 + x14 + 1.,,
"",,1,PRBS_RESET,,Reset error counters.,0x0,R/W
"",,,,0,Normal operation.,,
"",,,,1,Reset counters.,,
"",,0,PRBS_EN,,Enable PRBS checker.,0x0,R/W
"",,,,0,Disable.,,
"",,,,1,Enable.,,
0x14C,PRBS_ERROR_I,[7:0],PRBS_COUNT_I,,DAC0 PRBS error count.,0x0,R
0x14D,PRBS_ERROR_Q,[7:0],PRBS_COUNT_Q,,DAC1 PRBS error count.,0x0,R
0x14E,PRBS_CHANSEL,[7:3],RESERVED,,Reserved.,0x0,R
"",,[2:0],PRBS_CHANSEL,,Selects the channel to which the PRBS_,0x7,R/W
"",,,,,GOOD_x and PRBS_COUNT_x bit field,,
"",,,,,readbacks correspond.,,
"",,,,0,Select Channel 0 for PRBS_COUNT_x and,,
"",,,,,"PRBS_GOOD_x (Channel 0, DAC0).",,
"",,,,1,Select Channel 1 for PRBS_COUNT_x and,,
"",,,,,"PRBS_GOOD_x (Channel 1, DAC0).",,
"",,,,2,Select Channel 2 for PRBS_COUNT_x and,,
"",,,,,"PRBS_GOOD_x (Channel 2, DAC0).",,
"",,,,3,Select Channel 3 for PRBS_COUNT_x and,,
"",,,,,"PRBS_GOOD_x (Channel 0, DAC1).",,
"",,,,4,Select Channel 4 for PRBS_COUNT_x and,,
"",,,,,"PRBS_GOOD_x (Channel 1, DAC1).",,
"",,,,5,Select Channel 5 for PRBS_COUNT_x and,,
"",,,,,"PRBS_GOOD_x (Channel 2, DAC1).",,
"",,,,6,"OR all channels for PRBS_GOOD_x, sum all",,
"",,,,,channels for PRBS_COUNT_x.,,
0x151,DECODE_MODE,[7:5],RESERVED,,Reserved.,0x0,R
"",,4,MSB_SHUFFLE_EN,,MSB shuffle control. Set =1 to enable,0x0,R/W
"",,,,,"shuffling the MSBs, or set = 0 to disable",,
"",,,,,MSB shuffle and use the default (static),,
"",,,,,thermometer encoding instead.,,
"",,[3:0],RESERVED,,Reserved.,0x0,R
0x1DE,SPI_ENABLE,[7:2],RESERVED,,Reserved.,0x0,R
"",,1,SPI_EN1,,Enable SPI control.,0x1,R/W
"",,0,SPI_EN0,,Enable SPI control.,0x1,R/W
Addr.,Name,Bits,Bit Name,Settings,Description,Reset,Access
0x1E2,DDSM_CAL_FTW0,[7:0],DDSM_CAL_,,FTW of the calibration accumulator. This,0x0,R/W
"",,,FTW[7:0],,control is paged by the MAINDAC_PAGE bits,,
"",,,,,in Register 0x008.,,
0x1E3,DDSM_CAL_FTW1,[7:0],DDSM_CAL_,,FTW of the calibration accumulator. This,0x0,R/W
"",,,FTW[15:8],,control is paged by the MAINDAC_PAGE bits,,
"",,,,,in Register 0x008.,,
0x1E4,DDSM_CAL_FTW2,[7:0],DDSM_CAL_,,FTW of the calibration accumulator. This,0x0,R/W
"",,,FTW[23:16],,control is paged by the MAINDAC_PAGE bits,,
"",,,,,in Register 0x008.,,
0x1E5,DDSM_CAL_FTW3,[7:0],DDSM_CAL_,,FTW of the calibration accumulator. This,0x0,R/W
"",,,FTW[31:24],,control is paged by the MAINDAC_PAGE bits,,
"",,,,,in Register 0x008.,,
0x1E6,DDSM_CAL_MODE_,[7:3],RESERVED,,Reserved.,0x0,R
"",DEF,2,DDSM_EN_CAL_,,Enable clock calibration accumulator. This bit,0x0,R/W
"",,,ACC,,"must be first set high, and then must load",,
"",,,,,the calibration FTW into Register 0x1E2 to,,
"",,,,,Register 0x1E5 to take effect. This control,,
"",,,,,is paged by the MAINDAC_PAGE bits in,,
"",,,,,Register 0x008.,,
"",,,,0,Disabled (does not clock the calibration,,
"",,,,,frequency accumulator).,,
"",,,,1,Enables (turns on the clock to the,,
"",,,,,calibration frequency accumulator).,,
"",,1,DDSM_EN_CAL_,,Enable dc input to calibration DDS. This,0x0,R/W
"",,,DC_INPUT,,control is paged by the MAINDAC_PAGE,,
"",,,,,bits in Register 0x008.,,
"",,,,0,Mux in datapath signal to the input of the,,
"",,,,,final DDS.,,
"",,,,1,Mux in dc to the input of the final DDS.,,
"",,0,DDSM_EN_CAL_,,Enable tuning of the signal to calibration,0x0,R/W
"",,,FREQ_TUNE,,frequency for DAC0 only. This control is,,
"",,,,,paged by the MAINDAC_PAGE bits in,,
"",,,,,Register 0x008.,,
"",,,,0,Disable calibration frequency tuning.,,
"",,,,1,Enable calibration frequency tuning.,,
0x1E7,DATAPATH_NCO_,[7:2],RESERVED,,Reserved.,0x0,R
"",SYNC_CFG,,,,,,
"",,1,ALL_NCO_SYNC_,,Acknowledge signal that all the active NCOs,0x0,R
"",,,ACK,,are loaded. This bit is the acknowledge,,
"",,,,,indicator for both the START_NCO_SYNC,,
"",,,,,bit (Bit 0 of this register) and the NCORST_,,
"",,,,,"AFTER_ROT_EN bit (Register 0x03B, Bit 4)",,
"",,,,,method of resetting the NCOs. This control,,
"",,,,,is paged by the MAINDAC_PAGE bits in,,
"",,,,,Register 0x008.,,
"",,0,START_NCO_SYNC,,Used to start the sync of the NCOs on a,0x0,R/W
"",,,,,rising edge of the SPI bit or SYSREF±,,
"",,,,,"signal, depending on which is chosen as",,
"",,,,,the update trigger. Upon receiving a,,
"",,,,,"trigger, the FTWs are loaded first, and then",,
"",,,,,a synchronization occurs. This control is,,
"",,,,,paged by the MAINDAC_PAGE bits in,,
"",,,,,Register 0x008.,,
0x200,MASTER_PD,[7:1],RESERVED,,Reserved.,0x0,R
"",,0,SERDES_MASTER_,,Powers down the entire JESD204B receiver,0x1,R/W
"",,,PD,,analog (all eight channels and bias).,,
Addr.,Name,Bits,Bit Name,Settings,Description,Reset,Access
0x201,PHY_PD,[7:0],PHY_PD,,SPI override to power down the individual,0xEE,R/W
"",,,,,PHYs. Bit 0 controls the SERDIN0± PHY.,,
"",,,,,Bit 1 controls the SERDIN1± PHY.,,
"",,,,,Bit 2 controls the SERDIN2± PHY.,,
"",,,,,Bit 3 controls the SERDIN3± PHY.,,
"",,,,,Bit 4 controls the SERDIN4± PHY.,,
"",,,,,Bit 5 controls the SERDIN5± PHY.,,
"",,,,,Bit 6 controls the SERDIN6± PHY.,,
"",,,,,Bit 7 controls the SERDIN7± PHY.,,
0x203,GENERIC_PD,[7:2],RESERVED,,Reserved.,0x0,R
"",,1,PD_SYNCOUT0,,Powers down the SYNCOUT0± driver.,0x0,R/W
"",,,,0,Enables the SYNCOUT0± output pins.,,
"",,,,1,Powers down the SYNCOUT0± output pins.,,
"",,0,PD_SYNCOUT1,,Powers down the SYNCOUT1± driver.,0x1,R/W
"",,,,0,Enables the SYNCOUT1± output pins.,,
"",,,,1,Powers down the SYNCOUT1± output pins.,,
0x206,CDR_RESET,[7:1],RESERVED,,Reserved.,0x0,R
"",,0,CDR_PHY_RESET,,PHY reset control bit. Set this bit to 1 to,0x0,R/W
"",,,,,take the PHYs out of reset during device,,
"",,,,,operation.,,
0x210,CBUS_ADDR,[7:0],SERDES_CBUS_,,SERDES configuration control register to,0x0,R/W
"",,,ADDR,,set SERDES configuration address controls.,,
0x212,CBUS_WRSTROBE_,[7:0],SERDES_CBUS_,,SERDES configuration control register to,0x0,R/W
"",PHY,,WR0,,commit the SERDES configuration controls,,
"",,,,,written.,,
0x213,CBUS_WRSTROBE_,[7:1],RESERVED,,Reserved.,0x0,R
"",OTHER,0,SERDES_CBUS_,,SERDES configuration control register to,0x0,R/W
"",,,WR1,,commit the SERDES configuration controls,,
"",,,,,written.,,
0x216,CBUS_WDATA,[7:0],SERDES_CBUS_,,SERDES configuration control register to,0x0,R/W
"",,,DATA,,set the SERDES configuration control data.,,
0x240,EQ_BOOST_PHY_,[7:6],EQ_BOOST_PHY3,,Equalizer setting for PHY 3 based on,0x3,R/W
"",3_0,,,,insertion loss of the system.,,
"",,,,10,Insertion loss ≤ 11 dB.,,
"",,,,11,Insertion loss > 11 dB.,,
"",,[5:4],EQ_BOOST_PHY2,,Equalizer setting for PHY 2 based on,0x3,R/W
"",,,,,insertion loss of the system.,,
"",,,,10,Insertion loss ≤ 11 dB.,,
"",,,,11,Insertion loss > 11 dB.,,
"",,[3:2],EQ_BOOST_PHY1,,Equalizer setting for PHY 1 based on,0x3,R/W
"",,,,,insertion loss of the system.,,
"",,,,10,Insertion loss ≤ 11 dB.,,
"",,,,11,Insertion loss > 11 dB.,,
"",,[1:0],EQ_BOOST_PHY0,,Equalizer setting for PHY 0 based on,0x3,R/W
"",,,,,insertion loss of the system.,,
"",,,,10,Insertion loss ≤ 11 dB.,,
"",,,,11,Insertion loss > 11 dB.,,
0x234,CDR_BITINVERSE,[7:0],SEL_IF_,,Output data inversion bit controls. Set Bit x,0x66,R/W
"",,,PARDATAINV_DES_,,corresponding to PHY x to invert the bit,,
"",,,RC_CH,,polarity.,,
"",,,,0,Not inverted.,,
"",,,,1,Inverted.,,
Addr.,Name,Bits,Bit Name,Settings,Description,Reset,Access
0x241,EQ_BOOST_PHY_,[7:6],EQ_BOOST_PHY7,,Equalizer setting for PHY 7 based on,0x3,R/W
"",7_4,,,,insertion loss of the system.,,
"",,,,10,Insertion loss ≤ 11 dB.,,
"",,,,11,Insertion loss > 11 dB.,,
"",,[5:4],EQ_BOOST_PHY6,,Equalizer setting for PHY 6 based on,0x3,R/W
"",,,,,insertion loss of the system.,,
"",,,,10,Insertion loss ≤ 11 dB.,,
"",,,,11,Insertion loss > 11 dB.,,
"",,[3:2],EQ_BOOST_PHY5,,Equalizer setting for PHY 5 based on,0x3,R/W
"",,,,,insertion loss of the system.,,
"",,,,10,Insertion loss ≤ 11 dB.,,
"",,,,11,Insertion loss > 11 dB.,,
"",,[1:0],EQ_BOOST_PHY4,,Equalizer setting for PHY 4 based on,0x3,R/W
"",,,,,insertion loss of the system.,,
"",,,,10,Insertion loss ≤ 11 dB.,,
"",,,,11,Insertion loss > 11 dB.,,
0x242,EQ_GAIN_PHY_3_0,[7:6],EQ_GAIN_PHY3,,Equalizer gain for PHY 3 based on,0x3,R/W
"",,,,,insertion loss of the system.,,
"",,,,01,Insertion loss ≤ 11 dB.,,
"",,,,11,Insertion loss > 11 dB.,,
"",,[5:4],EQ_GAIN_PHY2,,Equalizer gain for PHY 2 based on,0x3,R/W
"",,,,,insertion loss of the system.,,
"",,,,01,Insertion loss ≤ 11 dB.,,
"",,,,11,Insertion loss > 11 dB.,,
"",,[3:2],EQ_GAIN_PHY1,,Equalizer gain for PHY 1 based on,0x3,R/W
"",,,,,insertion loss of the system.,,
"",,,,01,Insertion loss ≤ 11 dB.,,
"",,,,11,Insertion loss > 11 dB.,,
"",,[1:0],EQ_GAIN_PHY0,,Equalizer gain for PHY 0 based on,0x3,R/W
"",,,,,insertion loss of the system.,,
"",,,,01,Insertion loss ≤ 11 dB.,,
"",,,,11,Insertion loss > 11 dB.,,
0x243,EQ_GAIN_PHY_7_4,[7:6],EQ_GAIN_PHY7,,Equalizer gain for PHY 7 based on,0x3,R/W
"",,,,,insertion loss of the system.,,
"",,,,01,Insertion loss ≤ 11 dB.,,
"",,,,11,Insertion loss > 11 dB.,,
"",,[5:4],EQ_GAIN_PHY6,,Equalizer gain for PHY 6 based on,0x3,R/W
"",,,,,insertion loss of the system.,,
"",,,,01,Insertion loss ≤ 11 dB.,,
"",,,,11,Insertion loss > 11 dB.,,
"",,[3:2],EQ_GAIN_PHY5,,Equalizer gain for PHY 5 based on,0x3,R/W
"",,,,,insertion loss of the system.,,
"",,,,01,Insertion loss ≤ 11 dB.,,
"",,,,11,Insertion loss > 11 dB.,,
"",,[1:0],EQ_GAIN_PHY4,,Equalizer gain for PHY 4 based on,0x3,R/W
"",,,,,insertion loss of the system.,,
"",,,,01,Insertion loss ≤ 11 dB.,,
"",,,,11,Insertion loss > 11 dB.,,
0x244,EQ_FB_PHY_0,[7:5],RESERVED,,Reserved.,0x0,R
"",,[4:0],EQ_PHY_0,,SERDES equalizer setting for PHY0. Set this,0x19,R/W
"",,,,,control to 0x1F for optimal performance.,,
0x245,EQ_FB_PHY_1,[7:5],RESERVED,,Reserved.,0x0,R
"",,[4:0],EQ_PHY1,,SERDES equalizer setting for PHY1. Set this,0x19,R/W
"",,,,,control to 0x1F for optimal performance.,,
Addr.,Name,Bits,Bit Name,Settings,Description,Reset,Access
0x246,EQ_FB_PHY_2,[7:5],RESERVED,,Reserved.,0x0,R
"",,[4:0],EQ_PHY2,,SERDES equalizer setting for PHY2. Set this,0x19,R/W
"",,,,,control to 0x1F for optimal performance.,,
0x247,EQ_FB_PHY_3,[7:5],RESERVED,,Reserved.,0x0,R
"",,[4:0],EQ_PHY3,,SERDES equalizer setting for PHY3. Set this,0x19,R/W
"",,,,,control to 0x1F for optimal performance.,,
0x248,EQ_FB_PHY_4,[7:5],RESERVED,,Reserved.,0x0,R
"",,[4:0],EQ_PHY4,,SERDES equalizer setting for PHY4. Set this,0x19,R/W
"",,,,,control to 0x1F for optimal performance.,,
0x249,EQ_FB_PHY_5,[7:5],RESERVED,,Reserved.,0x0,R
"",,[4:0],EQ_PHY5,,SERDES equalizer setting for PHY5. Set this,0x19,R/W
"",,,,,control to 0x1F for optimal performance.,,
0x24A,EQ_FB_PHY_6,[7:5],RESERVED,,Reserved.,0x0,R
"",,[4:0],EQ_PHY6,,SERDES equalizer setting for PHY6. Set this,0x19,R/W
"",,,,,control to 0x1F for optimal performance.,,
0x24B,EQ_FB_PHY_7,[7:5],RESERVED,,Reserved.,0x0,R
"",,[4:0],EQ_PHY7,,SERDES equalizer setting for PHY7. Set this,0x19,R/W
"",,,,,control to 0x1F for optimal performance.,,
0x250,LBT_REG_CNTRL_0,[7:0],EN_LBT_DES_,,Enable loopback test for desired physical,0x0,R/W
"",,,RC_CH,,"lanes per PHY, with Bit x corresponding to",,
"",,,,,PHY x.,,
0x251,LBT_REG_CNTRL_1,[7:2],RESERVED,,Reserved.,0x0,R
"",,1,EN_LBT_,,Enables half rate mode for the loopback,0x1,R/W
"",,,HALFRATE_DES_RC,,"test. If this bit is set to 1, the output data",,
"",,,,,rate = 2× the input clock frequency. If this,,
"",,,,,"bit is set to 0, the output data rate = the",,
"",,,,,input clock frequency.,,
"",,0,INIT_LBT_SYNC_,,Initiate the loopback test by toggling this,0x0,R/W
"",,,DES_RC,,"bit from 0 to 1, then back to 0.",,
0x253,SYNCOUT0_CTRL,[7:1],RESERVED,,Reserved.,0x0,R/W
"",,0,SEL_SYNCOUT0_,,This control determines the output driver,0x0,R/W
"",,,MODE,,mode for the SYNCOUT0± pin operation.,,
"",,,,,Both SYNCOUT0± and SYNCOUT1± must,,
"",,,,,be set to the same mode of operation.,,
"",,,,0,SYNCOUT0± is set to CMOS output.,,
"",,,,1,SYNCOUT0± is set to LVDS output.,,
0x254,SYNCOUT1_CTRL,[7:1],RESERVED,,Reserved.,0x0,R/W
"",,0,SEL_SYNCOUT1_,,This control determines the output driver,0x0,R/W
"",,,MODE,,mode for the SYNCOUT1± pin operation.,,
"",,,,,Both SYNCOUT0± and SYNCOUT1± must,,
"",,,,,be set to the same mode of operation.,,
"",,,,0,SYNCOUT1± is set to CMOS output.,,
"",,,,1,SYNCOUT1± is set to LVDS output.,,
Addr.,Name,Bits,Bit Name,Settings,Description,Reset,Access
0x280,PLL_ENABLE_CTRL,[7:3],RESERVED,,Reserved.,0x0,R
"",,2,LOLSTICKYCLEAR_,,Clears out loss of lock bit.,0x0,R/W
"",,,LCPLL_RC,,,,
"",,1,LDSYNTH_LCPLL_,,Pulse high to start VCO calibration,0x0,R/W
"",,,RC,,(without restarting the regulator or,,
"",,,,,remeasuring the temperature).,,
"",,0,SERDES_PLL_,,SERDES circuitry blocks are powered off,0x1,R/W
"",,,STARTUP,,when this bit is set to 0. Set this bit to 1 at,,
"",,,,,the end of the SERDES configuration writes.,,
"",,,,,"When this bit is set to 1, it powers up the",,
"",,,,,SERDES PLL blocks and starts the LDO and,,
"",,,,,calibration routine to lock the PLL auto-,,
"",,,,,matically to the appropriate lane rate based,,
"",,,,,on the JESD204B mode and interpolation,,
"",,,,,options programmed in the device. The,,
"",,,,,"SERDES_PLL_LOCK bit (Register 0x281,",,
"",,,,,Bit 0) reads 1 when the PLL achieves lock.,,
0x281,PLL_STATUS,[7:1],RESERVED,,Reserved.,0x0,R
"",,0,SERDES_PLL_LOCK,,PLL is locked when this bit is high.,0x0,R
0x300,GENERAL_JRX_,[7:4],RESERVED,,Reserved.,0x0,R
"",CTRL_0,3,LINK_MODE,,Reads back 0 when in single-link mode,0x0,R/W
"",,,,,and 1 when in dual-link mode.,,
"",,2,LINK_PAGE,,Link paging. This bit selects which link,0x0,R/W
"",,,,,register map is used. This paging affects,,
"",,,,,Register 0x400 to Register 0x4BB.,,
"",,,,0,Page QBD0 for Link 0.,,
"",,,,1,Page QBD1 for Link 1.,,
"",,[1:0],LINK_EN,,These bits bring up the JESD204B digital,0x0,R/W
"",,,,,receiver when all link parameters are,,
"",,,,,programmed and all clocks are ready. Bit 0,,
"",,,,,"applies to Link 0, whereas Bit 1 applies to",,
"",,,,,Link 1. Link 1 is only available in dual-link,,
"",,,,,mode.,,
0x302,DYN_LINK_,[7:6],RESERVED,,Reserved.,0x0,R
"",LATENCY_0,[5:0],DYN_LINK_,,"Dynamic link latency, Link 0. Latency",0x0,R
"",,,LATENCY_0,,between the LMFC receiver for Link 0 and,,
"",,,,,the last arriving LMFC boundary in units of,,
"",,,,,PCLK cycles.,,
0x303,DYN_LINK_,[7:6],RESERVED,,Reserved.,0x0,R
